City,Locality,Property Type,BHK,Area (SqFt),Price (Lakhs),Price per SqFt (Lakhs),Furnishing,Property Age (Years),Nearby Schools,Nearby Hospitals,Parking,Security,Availability
Surat,Piplod,Independent House,1,4354,468.37,0.11,Semi-furnished,23,6.0,9.0,No,No,Under_Construction
Surat,Althan,Villa,5,4559,196.67,0.04,Semi-furnished,20,10.0,4.0,Yes,No,Under_Construction
Ahmedabad,Gota,Independent House,1,2226,80.58,0.04,Semi-furnished,35,10.0,10.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Apartment,3,1537,204.37,0.13,Semi-furnished,13,6.0,10.0,Yes,Yes,Ready_to_Move
Surat,Althan,Apartment,2,3144,57.35,0.02,Semi-furnished,17,5.0,7.0,Yes,No,Under_Construction
Surat,Vesu,Independent House,4,826,276.98,0.34,Unfurnished,16,1.0,9.0,Yes,Yes,Under_Construction
Surat,Adajan,Villa,2,2731,168.75,0.06,Furnished,12,4.0,2.0,Yes,No,Under_Construction
Surat,Vesu,Apartment,3,3739,301.68,0.08,Unfurnished,19,8.0,5.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Apartment,1,4618,184.39,0.04,Furnished,24,8.0,9.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Independent House,2,4280,90.6,0.02,Furnished,9,9.0,2.0,No,No,Ready_to_Move
Surat,Piplod,Apartment,3,3356,322.37,0.1,Semi-furnished,33,4.0,3.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Independent House,4,4083,396.04,0.1,Furnished,12,10.0,5.0,No,Yes,Under_Construction
Surat,Adajan,Villa,1,2931,439.67,0.15,Furnished,5,5.0,7.0,No,Yes,Under_Construction
Surat,Adajan,Independent House,4,2901,463.45,0.16,Semi-furnished,30,1.0,3.0,Yes,Yes,Under_Construction
Ahmedabad,Bopal,Villa,5,2187,425.65,0.19,Furnished,4,8.0,2.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,2,4687,251.29,0.05,Furnished,2,9.0,7.0,No,Yes,Under_Construction
Surat,Vesu,Villa,3,4723,179.01,0.04,Furnished,12,2.0,2.0,Yes,Yes,Under_Construction
Ahmedabad,Satellite,Villa,3,2762,129.95,0.05,Unfurnished,18,3.0,1.0,Yes,No,Under_Construction
Surat,Vesu,Apartment,2,4000,227.22,0.06,Semi-furnished,7,6.0,5.0,No,Yes,Ready_to_Move
Surat,Piplod,Independent House,3,2447,316.76,0.13,Furnished,33,6.0,3.0,No,Yes,Under_Construction
Surat,Pal,Apartment,5,1291,11.03,0.01,Furnished,11,2.0,7.0,No,No,Under_Construction
Surat,Vesu,Independent House,5,2189,150.71,0.07,Unfurnished,35,8.0,8.0,No,No,Under_Construction
Surat,Vesu,Villa,3,563,222.53,0.4,Unfurnished,6,4.0,5.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Independent House,1,3403,488.36,0.14,Unfurnished,15,5.0,3.0,Yes,No,Under_Construction
Surat,Piplod,Villa,1,2964,474.46,0.16,Semi-furnished,35,5.0,10.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Apartment,2,2191,287.39,0.13,Unfurnished,16,10.0,4.0,No,Yes,Ready_to_Move
Surat,Piplod,Independent House,4,1350,79.44,0.06,Furnished,9,10.0,4.0,No,No,Ready_to_Move
Surat,Piplod,Apartment,5,870,34.55,0.04,Unfurnished,32,6.0,2.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,1,690,56.62,0.08,Furnished,25,5.0,10.0,No,Yes,Under_Construction
Ahmedabad,Gota,Villa,2,3908,99.53,0.03,Semi-furnished,26,8.0,3.0,Yes,No,Under_Construction
Surat,Vesu,Independent House,1,4895,333.91,0.07,Semi-furnished,4,5.0,3.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,2,3515,98.06,0.03,Semi-furnished,6,7.0,8.0,No,No,Under_Construction
Surat,Piplod,Apartment,4,2981,487.0,0.16,Semi-furnished,16,4.0,7.0,No,Yes,Under_Construction
Ahmedabad,Navrangpura,Villa,3,4751,174.71,0.04,Semi-furnished,31,5.0,9.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Apartment,3,4641,267.43,0.06,Unfurnished,15,9.0,1.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Villa,4,3947,128.96,0.03,Unfurnished,29,9.0,2.0,Yes,No,Under_Construction
Ahmedabad,Gota,Apartment,4,3615,196.17,0.05,Semi-furnished,2,7.0,5.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Independent House,4,2934,373.88,0.13,Furnished,6,1.0,4.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Villa,5,2196,65.15,0.03,Furnished,23,7.0,4.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Villa,3,2614,225.08,0.09,Unfurnished,9,3.0,1.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,4,4102,496.61,0.12,Unfurnished,31,5.0,1.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Villa,5,4166,215.27,0.05,Unfurnished,27,10.0,4.0,No,No,Under_Construction
Ahmedabad,SG Highway,Independent House,5,4426,435.68,0.1,Semi-furnished,3,7.0,4.0,No,No,Under_Construction
Surat,Piplod,Apartment,3,4340,131.59,0.03,Semi-furnished,21,9.0,5.0,Yes,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,5,2978,172.63,0.06,Furnished,10,6.0,10.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,3,1409,273.02,0.19,Furnished,25,2.0,2.0,Yes,Yes,Under_Construction
Surat,Pal,Independent House,2,4753,120.44,0.03,Unfurnished,9,5.0,7.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,1,4063,221.68,0.05,Furnished,34,8.0,4.0,No,No,Under_Construction
Ahmedabad,SG Highway,Apartment,2,3052,171.3,0.06,Furnished,18,4.0,1.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Independent House,3,4957,226.82,0.05,Unfurnished,29,10.0,1.0,Yes,No,Ready_to_Move
Ahmedabad,Satellite,Independent House,5,4784,113.24,0.02,Unfurnished,32,5.0,3.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Villa,5,4705,395.74,0.08,Semi-furnished,32,8.0,1.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Apartment,3,3231,271.4,0.08,Semi-furnished,31,4.0,5.0,No,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,3,1078,66.85,0.06,Semi-furnished,32,6.0,3.0,No,Yes,Under_Construction
Surat,Pal,Villa,3,2218,106.68,0.05,Semi-furnished,21,5.0,6.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Independent House,2,1285,144.81,0.11,Unfurnished,28,7.0,10.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,4,3458,356.15,0.1,Semi-furnished,25,2.0,8.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,4,1182,323.22,0.27,Semi-furnished,9,9.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Villa,1,3092,40.74,0.01,Semi-furnished,19,4.0,7.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,2,1163,336.57,0.29,Furnished,24,3.0,2.0,Yes,No,Under_Construction
Surat,Piplod,Independent House,1,4587,16.83,0.0,Semi-furnished,8,10.0,7.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,2868,484.79,0.17,Unfurnished,5,10.0,10.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Villa,4,2417,350.92,0.15,Semi-furnished,33,5.0,4.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Independent House,2,1227,332.01,0.27,Unfurnished,26,9.0,5.0,No,Yes,Under_Construction
Surat,Piplod,Villa,2,4034,464.05,0.12,Furnished,23,9.0,4.0,No,Yes,Under_Construction
Surat,Piplod,Independent House,1,4455,449.57,0.1,Semi-furnished,9,5.0,1.0,Yes,No,Under_Construction
Surat,Vesu,Apartment,3,2202,283.7,0.13,Semi-furnished,27,8.0,3.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Villa,1,4899,58.14,0.01,Unfurnished,19,5.0,9.0,No,Yes,Under_Construction
Surat,Althan,Villa,4,3924,34.93,0.01,Unfurnished,4,3.0,9.0,Yes,No,Under_Construction
Surat,Vesu,Independent House,4,2929,66.78,0.02,Furnished,30,9.0,1.0,No,No,Under_Construction
Ahmedabad,Bopal,Villa,1,684,342.66,0.5,Unfurnished,10,8.0,2.0,No,No,Ready_to_Move
Surat,Pal,Villa,3,2702,45.45,0.02,Furnished,10,8.0,4.0,No,No,Under_Construction
Surat,Vesu,Villa,3,1345,386.58,0.29,Unfurnished,35,7.0,5.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Apartment,1,1366,148.58,0.11,Furnished,10,8.0,4.0,Yes,No,Ready_to_Move
Ahmedabad,Satellite,Independent House,1,901,455.47,0.51,Furnished,17,2.0,8.0,Yes,No,Ready_to_Move
Surat,Piplod,Independent House,5,4959,430.15,0.09,Unfurnished,25,6.0,2.0,Yes,Yes,Under_Construction
Surat,Piplod,Apartment,3,4423,368.76,0.08,Semi-furnished,7,7.0,8.0,Yes,No,Under_Construction
Surat,Pal,Villa,4,953,84.29,0.09,Semi-furnished,28,7.0,6.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Apartment,4,3507,207.11,0.06,Furnished,28,4.0,2.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Villa,3,2087,47.64,0.02,Furnished,21,4.0,9.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Villa,5,1851,239.55,0.13,Furnished,2,1.0,5.0,Yes,Yes,Under_Construction
Surat,Piplod,Independent House,3,4618,187.14,0.04,Furnished,15,3.0,10.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Villa,1,3098,405.15,0.13,Semi-furnished,5,2.0,10.0,Yes,No,Under_Construction
Surat,Adajan,Independent House,1,771,94.27,0.12,Semi-furnished,33,8.0,9.0,Yes,No,Ready_to_Move
Surat,Vesu,Independent House,1,2393,90.09,0.04,Unfurnished,34,9.0,1.0,No,No,Under_Construction
Surat,Piplod,Villa,5,2144,487.71,0.23,Semi-furnished,9,8.0,9.0,No,No,Ready_to_Move
Surat,Althan,Independent House,2,1039,196.62,0.19,Semi-furnished,4,9.0,9.0,No,No,Under_Construction
Surat,Adajan,Villa,1,3255,386.36,0.12,Unfurnished,26,6.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,3,4652,26.67,0.01,Unfurnished,23,10.0,9.0,Yes,Yes,Ready_to_Move
Surat,Althan,Independent House,5,2015,57.07,0.03,Furnished,27,9.0,6.0,No,No,Ready_to_Move
Ahmedabad,Gota,Independent House,4,1850,466.29,0.25,Unfurnished,26,2.0,1.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Independent House,2,4649,226.54,0.05,Semi-furnished,30,9.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Independent House,4,1915,111.21,0.06,Semi-furnished,17,5.0,2.0,Yes,No,Ready_to_Move
Surat,Adajan,Villa,2,1931,161.51,0.08,Semi-furnished,5,3.0,3.0,Yes,No,Under_Construction
Surat,Pal,Independent House,4,3130,310.84,0.1,Semi-furnished,6,2.0,1.0,No,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,5,4597,491.92,0.11,Semi-furnished,7,4.0,7.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Villa,4,4098,370.79,0.09,Furnished,20,3.0,9.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Villa,2,1470,157.56,0.11,Semi-furnished,13,4.0,6.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,4,1350,358.75,0.27,Unfurnished,22,6.0,7.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Villa,3,1242,180.8,0.15,Unfurnished,5,7.0,10.0,Yes,Yes,Under_Construction
Surat,Pal,Independent House,2,2050,320.8,0.16,Semi-furnished,25,5.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,1,3936,38.1,0.01,Unfurnished,4,9.0,4.0,No,No,Under_Construction
Ahmedabad,Satellite,Independent House,3,2633,84.53,0.03,Furnished,8,9.0,9.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Independent House,3,3003,446.25,0.15,Semi-furnished,22,2.0,9.0,No,No,Ready_to_Move
Surat,Pal,Independent House,4,696,444.46,0.64,Unfurnished,14,9.0,8.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Apartment,5,1847,69.64,0.04,Furnished,20,4.0,5.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,4,2442,330.61,0.14,Furnished,4,3.0,8.0,No,No,Under_Construction
Ahmedabad,Gota,Independent House,2,573,401.54,0.7,Furnished,15,5.0,5.0,No,Yes,Under_Construction
Surat,Piplod,Independent House,3,2420,437.06,0.18,Unfurnished,26,4.0,10.0,No,Yes,Under_Construction
Ahmedabad,Navrangpura,Villa,3,534,82.23,0.15,Semi-furnished,18,1.0,8.0,Yes,Yes,Under_Construction
Surat,Piplod,Villa,2,1296,102.75,0.08,Unfurnished,4,5.0,4.0,No,Yes,Under_Construction
Surat,Pal,Villa,1,1290,227.93,0.18,Semi-furnished,22,6.0,10.0,No,No,Under_Construction
Surat,Althan,Apartment,5,1683,195.82,0.12,Semi-furnished,5,10.0,8.0,No,No,Under_Construction
Ahmedabad,Satellite,Apartment,1,1025,447.45,0.44,Semi-furnished,23,9.0,7.0,No,No,Under_Construction
Surat,Adajan,Villa,4,2680,462.05,0.17,Unfurnished,15,3.0,4.0,No,Yes,Ready_to_Move
Surat,Adajan,Villa,4,3432,61.22,0.02,Semi-furnished,12,5.0,8.0,Yes,Yes,Under_Construction
Surat,Piplod,Villa,3,3487,208.16,0.06,Unfurnished,34,10.0,1.0,No,Yes,Under_Construction
Ahmedabad,Gota,Villa,3,3603,456.35,0.13,Semi-furnished,34,6.0,1.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,3,1349,266.46,0.2,Semi-furnished,8,8.0,2.0,Yes,No,Under_Construction
Surat,Piplod,Villa,1,666,472.15,0.71,Unfurnished,4,2.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Apartment,1,2328,445.12,0.19,Unfurnished,22,9.0,8.0,No,No,Under_Construction
Ahmedabad,SG Highway,Apartment,5,2102,258.63,0.12,Furnished,31,6.0,3.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,1,950,135.25,0.14,Unfurnished,30,7.0,8.0,No,No,Ready_to_Move
Surat,Piplod,Independent House,4,3388,428.02,0.13,Unfurnished,26,9.0,10.0,No,Yes,Ready_to_Move
Surat,Adajan,Apartment,3,3611,486.68,0.13,Semi-furnished,24,10.0,2.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,1,1344,489.16,0.36,Unfurnished,12,5.0,7.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,5,2508,347.13,0.14,Unfurnished,7,4.0,1.0,Yes,No,Under_Construction
Ahmedabad,Gota,Independent House,1,3239,441.09,0.14,Furnished,35,2.0,10.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,4,3937,182.2,0.05,Semi-furnished,35,10.0,6.0,No,No,Ready_to_Move
Surat,Adajan,Villa,4,1071,182.25,0.17,Unfurnished,6,1.0,9.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,4,2402,70.42,0.03,Unfurnished,22,5.0,4.0,No,No,Under_Construction
Ahmedabad,Gota,Independent House,4,549,231.56,0.42,Unfurnished,20,5.0,4.0,No,Yes,Under_Construction
Surat,Piplod,Villa,5,1931,47.7,0.02,Semi-furnished,30,8.0,8.0,Yes,No,Under_Construction
Surat,Piplod,Independent House,2,3885,27.31,0.01,Semi-furnished,6,10.0,4.0,No,No,Under_Construction
Ahmedabad,Satellite,Independent House,1,4569,122.92,0.03,Unfurnished,29,4.0,3.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Apartment,5,2457,163.85,0.07,Semi-furnished,31,3.0,8.0,No,Yes,Ready_to_Move
Surat,Piplod,Villa,5,1736,286.17,0.16,Furnished,10,6.0,8.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,2,4820,146.14,0.03,Unfurnished,34,2.0,3.0,No,Yes,Ready_to_Move
Surat,Piplod,Independent House,1,3826,195.07,0.05,Semi-furnished,3,6.0,4.0,No,Yes,Ready_to_Move
Surat,Pal,Villa,2,3764,234.75,0.06,Furnished,18,2.0,3.0,No,No,Under_Construction
Surat,Vesu,Independent House,5,2685,218.87,0.08,Unfurnished,25,4.0,1.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Independent House,5,4800,139.05,0.03,Semi-furnished,20,6.0,5.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,2,2084,220.61,0.11,Semi-furnished,22,4.0,3.0,No,Yes,Under_Construction
Surat,Piplod,Independent House,1,3915,437.33,0.11,Unfurnished,14,2.0,1.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,1,4679,198.69,0.04,Unfurnished,10,10.0,8.0,No,No,Ready_to_Move
Surat,Pal,Apartment,2,2548,163.44,0.06,Furnished,31,6.0,9.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Apartment,5,2643,54.9,0.02,Unfurnished,6,10.0,3.0,Yes,Yes,Under_Construction
Surat,Pal,Villa,2,855,162.16,0.19,Semi-furnished,13,3.0,9.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Villa,2,2623,285.98,0.11,Unfurnished,21,2.0,10.0,Yes,Yes,Under_Construction
Surat,Adajan,Villa,5,4564,12.5,0.0,Furnished,34,8.0,8.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Independent House,5,3329,152.69,0.05,Semi-furnished,28,2.0,8.0,No,No,Ready_to_Move
Surat,Piplod,Independent House,1,2020,158.85,0.08,Furnished,3,10.0,6.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Independent House,2,1845,218.15,0.12,Unfurnished,35,7.0,1.0,No,No,Ready_to_Move
Surat,Althan,Independent House,3,643,139.77,0.22,Semi-furnished,23,5.0,4.0,Yes,No,Under_Construction
Ahmedabad,Gota,Independent House,1,540,314.18,0.58,Unfurnished,2,4.0,10.0,No,Yes,Ready_to_Move
Surat,Althan,Independent House,5,2485,76.45,0.03,Unfurnished,24,8.0,10.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Independent House,3,4805,452.85,0.09,Furnished,27,5.0,3.0,Yes,Yes,Under_Construction
Ahmedabad,Gota,Villa,3,835,57.79,0.07,Furnished,13,7.0,1.0,No,No,Under_Construction
Ahmedabad,Satellite,Independent House,4,3352,228.61,0.07,Semi-furnished,21,5.0,3.0,No,No,Ready_to_Move
Surat,Pal,Independent House,1,3986,499.06,0.13,Unfurnished,7,9.0,9.0,Yes,Yes,Under_Construction
Surat,Adajan,Independent House,4,2888,335.02,0.12,Unfurnished,11,3.0,3.0,No,Yes,Ready_to_Move
Surat,Vesu,Independent House,4,3636,19.07,0.01,Unfurnished,24,10.0,2.0,Yes,Yes,Under_Construction
Surat,Adajan,Apartment,3,2890,32.1,0.01,Furnished,34,6.0,7.0,Yes,No,Ready_to_Move
Ahmedabad,Satellite,Independent House,3,3489,387.08,0.11,Unfurnished,3,7.0,4.0,No,Yes,Under_Construction
Surat,Piplod,Independent House,1,906,58.63,0.06,Semi-furnished,21,2.0,8.0,Yes,No,Ready_to_Move
Ahmedabad,Bopal,Villa,5,3017,431.47,0.14,Semi-furnished,5,1.0,8.0,No,Yes,Under_Construction
Surat,Vesu,Villa,2,2517,263.84,0.1,Furnished,34,10.0,2.0,Yes,No,Ready_to_Move
Surat,Piplod,Apartment,2,2117,87.78,0.04,Furnished,17,1.0,3.0,Yes,No,Ready_to_Move
Surat,Adajan,Villa,2,3684,58.49,0.02,Semi-furnished,28,1.0,10.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Villa,1,1885,392.57,0.21,Furnished,20,5.0,10.0,No,No,Ready_to_Move
Surat,Althan,Apartment,1,1491,251.34,0.17,Unfurnished,27,3.0,9.0,Yes,Yes,Under_Construction
Surat,Adajan,Apartment,4,4170,436.65,0.1,Semi-furnished,17,8.0,2.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Villa,4,1588,342.45,0.22,Furnished,27,9.0,9.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,3,4158,232.69,0.06,Furnished,6,1.0,1.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,3,3350,275.52,0.08,Furnished,21,6.0,3.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Apartment,5,4733,306.09,0.06,Unfurnished,9,2.0,6.0,Yes,Yes,Ready_to_Move
Surat,Althan,Apartment,2,1570,370.18,0.24,Unfurnished,3,5.0,8.0,No,No,Ready_to_Move
Surat,Vesu,Villa,5,3293,34.54,0.01,Semi-furnished,3,2.0,2.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Villa,2,1485,251.32,0.17,Semi-furnished,25,4.0,9.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,1747,82.25,0.05,Unfurnished,35,6.0,1.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Villa,2,2088,344.55,0.17,Furnished,30,6.0,6.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Villa,4,3237,48.63,0.02,Unfurnished,11,8.0,10.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,4,1480,32.97,0.02,Semi-furnished,21,1.0,1.0,No,No,Ready_to_Move
Surat,Piplod,Villa,5,944,402.15,0.43,Semi-furnished,35,5.0,1.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,5,3410,186.8,0.05,Unfurnished,6,7.0,1.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Independent House,5,3206,398.38,0.12,Furnished,16,7.0,9.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Apartment,5,3482,498.96,0.14,Unfurnished,22,4.0,1.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,5,2997,474.66,0.16,Semi-furnished,22,5.0,9.0,Yes,No,Under_Construction
Surat,Althan,Independent House,5,4842,290.27,0.06,Semi-furnished,27,4.0,5.0,No,No,Under_Construction
Ahmedabad,Satellite,Apartment,4,4138,226.4,0.05,Furnished,17,5.0,5.0,No,No,Ready_to_Move
Surat,Piplod,Independent House,5,1307,12.1,0.01,Furnished,21,4.0,5.0,No,No,Under_Construction
Surat,Althan,Independent House,1,681,70.7,0.1,Semi-furnished,17,10.0,10.0,No,Yes,Under_Construction
Surat,Pal,Apartment,3,2212,477.93,0.22,Furnished,17,3.0,4.0,Yes,No,Ready_to_Move
Surat,Piplod,Villa,4,1004,311.32,0.31,Furnished,33,2.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,2,2652,124.07,0.05,Furnished,16,5.0,5.0,No,No,Ready_to_Move
Surat,Pal,Apartment,4,3999,437.61,0.11,Semi-furnished,12,4.0,9.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Villa,3,567,100.17,0.18,Unfurnished,20,5.0,8.0,No,No,Ready_to_Move
Surat,Vesu,Villa,5,2805,300.93,0.11,Semi-furnished,33,5.0,9.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Independent House,4,752,377.37,0.5,Unfurnished,14,2.0,10.0,No,No,Ready_to_Move
Surat,Vesu,Apartment,4,3960,135.58,0.03,Furnished,25,3.0,9.0,Yes,No,Under_Construction
Ahmedabad,Gota,Apartment,5,1010,371.91,0.37,Unfurnished,27,4.0,3.0,Yes,Yes,Under_Construction
Surat,Adajan,Independent House,5,4652,268.54,0.06,Unfurnished,21,10.0,9.0,No,No,Under_Construction
Ahmedabad,SG Highway,Villa,5,3682,76.05,0.02,Semi-furnished,19,7.0,2.0,Yes,Yes,Under_Construction
Surat,Piplod,Apartment,4,2027,461.0,0.23,Furnished,24,9.0,5.0,No,Yes,Under_Construction
Ahmedabad,Gota,Independent House,4,2484,266.6,0.11,Furnished,20,3.0,9.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,5,826,111.35,0.13,Semi-furnished,19,1.0,5.0,Yes,Yes,Under_Construction
Surat,Vesu,Independent House,1,2352,20.08,0.01,Unfurnished,17,5.0,10.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,2,2724,332.67,0.12,Furnished,7,10.0,3.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Independent House,4,1922,109.83,0.06,Furnished,9,4.0,10.0,No,No,Ready_to_Move
Surat,Pal,Villa,1,2025,338.7,0.17,Unfurnished,11,7.0,6.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Apartment,5,4859,248.2,0.05,Semi-furnished,27,10.0,6.0,Yes,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,1,2885,373.77,0.13,Semi-furnished,27,7.0,9.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,2,670,73.14,0.11,Furnished,22,3.0,3.0,No,Yes,Ready_to_Move
Surat,Vesu,Apartment,1,4474,386.13,0.09,Semi-furnished,17,4.0,7.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,3,4556,450.88,0.1,Unfurnished,34,3.0,7.0,No,No,Under_Construction
Surat,Adajan,Independent House,5,2202,473.24,0.21,Furnished,7,3.0,2.0,No,No,Ready_to_Move
Surat,Adajan,Villa,4,1505,19.93,0.01,Semi-furnished,32,5.0,7.0,No,Yes,Ready_to_Move
Surat,Althan,Villa,1,4677,256.99,0.05,Unfurnished,22,10.0,1.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Independent House,3,2130,105.54,0.05,Semi-furnished,3,5.0,2.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,4,4007,96.34,0.02,Unfurnished,5,7.0,7.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,5,3336,266.78,0.08,Furnished,16,1.0,10.0,No,No,Ready_to_Move
Ahmedabad,Gota,Apartment,4,4472,403.46,0.09,Semi-furnished,28,9.0,7.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Independent House,3,4245,211.76,0.05,Semi-furnished,6,7.0,7.0,No,Yes,Ready_to_Move
Surat,Piplod,Apartment,2,3942,17.82,0.0,Semi-furnished,9,5.0,2.0,Yes,No,Under_Construction
Ahmedabad,Gota,Villa,5,1312,417.65,0.32,Semi-furnished,12,1.0,10.0,Yes,Yes,Under_Construction
Surat,Piplod,Apartment,1,2943,412.49,0.14,Unfurnished,7,2.0,9.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Apartment,1,832,111.41,0.13,Furnished,19,1.0,4.0,Yes,Yes,Under_Construction
Ahmedabad,Satellite,Villa,3,3744,20.3,0.01,Furnished,33,8.0,4.0,No,No,Under_Construction
Ahmedabad,Bopal,Independent House,2,4495,229.47,0.05,Furnished,23,10.0,9.0,Yes,Yes,Ready_to_Move
Surat,Althan,Villa,1,4981,437.03,0.09,Furnished,6,7.0,5.0,No,No,Ready_to_Move
Surat,Pal,Apartment,4,2132,478.86,0.22,Unfurnished,24,2.0,8.0,Yes,No,Under_Construction
Surat,Piplod,Apartment,3,3005,238.49,0.08,Semi-furnished,34,4.0,7.0,No,Yes,Ready_to_Move
Surat,Piplod,Apartment,1,532,485.12,0.91,Semi-furnished,2,6.0,5.0,Yes,No,Under_Construction
Ahmedabad,Gota,Independent House,3,2845,291.36,0.1,Unfurnished,19,8.0,3.0,No,Yes,Under_Construction
