city,locality,property_type,bhk,area,furnishing,age,parking,price
Surat,Althan,Apartment,4,4528,Semi-furnished,27,Yes,196.25
Surat,Pal,Apartment,2,4484,Furnished,2,No,101.16
Surat,Piplod,Independent House,2,3839,Furnished,16,Yes,139.96
Surat,Piplod,Independent House,4,797,Semi-furnished,32,No,157.71
Surat,Pal,Independent House,1,2052,Unfurnished,2,Yes,191.22
Ahmedabad,Satellite,Independent House,3,2334,Semi-furnished,23,No,51.65
Surat,Adajan,Villa,1,2616,Furnished,5,No,164.11
Surat,Vesu,Apartment,3,1296,Furnished,2,No,180.79
Surat,Piplod,Apartment,2,3989,Furnished,6,No,58.88
Surat,Piplod,Independent House,2,1833,Semi-furnished,5,Yes,167.4
Ahmedabad,Gota,Apartment,4,1559,Furnished,17,Yes,73.08
Surat,Adajan,Apartment,2,1316,Unfurnished,18,Yes,13.81
Surat,Adajan,Villa,3,4293,Unfurnished,32,No,179.65
Ahmedabad,Gota,Independent House,1,3021,Semi-furnished,29,Yes,195.12
Surat,Pal,Independent House,3,3651,Semi-furnished,10,No,69.92
Ahmedabad,Gota,Independent House,1,695,Unfurnished,28,Yes,159.82
Surat,Althan,Independent House,4,3748,Semi-furnished,28,Yes,39.59
Surat,Adajan,Independent House,5,3846,Furnished,34,No,199.36
Ahmedabad,Satellite,Independent House,3,4895,Semi-furnished,31,No,153.47
Surat,Althan,Apartment,5,3063,Unfurnished,32,Yes,27.52
Surat,Vesu,Independent House,5,4302,Furnished,25,Yes,125.96
Ahmedabad,Navrangpura,Independent House,1,3578,Semi-furnished,19,Yes,14.07
Ahmedabad,SG Highway,Apartment,3,1675,Unfurnished,10,Yes,138.39
Ahmedabad,Satellite,Independent House,4,1219,Furnished,15,Yes,25.14
Ahmedabad,Gota,Villa,4,1132,Semi-furnished,35,Yes,114.88
Ahmedabad,Bopal,Apartment,4,1275,Furnished,25,Yes,148.51
Surat,Althan,Villa,2,1456,Furnished,15,No,99.0
Ahmedabad,SG Highway,Villa,2,4191,Unfurnished,9,No,193.43
Surat,Pal,Independent House,3,796,Unfurnished,10,No,136.5
Ahmedabad,SG Highway,Independent House,3,2492,Semi-furnished,12,No,28.07
Surat,Piplod,Villa,5,4370,Semi-furnished,9,No,110.82
Surat,Althan,Independent House,5,595,Furnished,11,Yes,126.31
Surat,Althan,Villa,4,3600,Semi-furnished,22,No,45.48
Ahmedabad,Satellite,Villa,1,2056,Furnished,20,No,75.96
Ahmedabad,Satellite,Independent House,1,2743,Semi-furnished,6,Yes,25.35
Surat,Adajan,Villa,4,3538,Semi-furnished,13,Yes,105.98
Ahmedabad,SG Highway,Independent House,4,4765,Furnished,29,No,63.06
Surat,Althan,Villa,1,2701,Furnished,30,No,78.57
Surat,Althan,Villa,1,4582,Furnished,19,No,112.66
Ahmedabad,Bopal,Apartment,3,824,Semi-furnished,12,Yes,40.75
Ahmedabad,Bopal,Independent House,5,3733,Unfurnished,18,Yes,129.66
Surat,Althan,Apartment,4,2850,Semi-furnished,17,No,134.75
Ahmedabad,SG Highway,Apartment,1,3505,Semi-furnished,5,Yes,48.54
Surat,Pal,Apartment,3,3241,Unfurnished,15,Yes,114.84
Surat,Althan,Villa,1,4520,Furnished,33,No,166.45
Surat,Adajan,Independent House,5,3254,Furnished,3,No,116.56
Ahmedabad,SG Highway,Apartment,1,748,Semi-furnished,18,Yes,21.16
Surat,Pal,Apartment,4,2371,Semi-furnished,34,Yes,15.26
Ahmedabad,SG Highway,Independent House,1,4483,Furnished,11,Yes,126.69
Surat,Pal,Apartment,3,1766,Furnished,32,No,94.81
Ahmedabad,Navrangpura,Independent House,3,674,Furnished,21,Yes,184.4
Ahmedabad,Navrangpura,Independent House,4,3936,Semi-furnished,8,Yes,178.7
Ahmedabad,Bopal,Villa,4,1734,Furnished,17,Yes,12.02
Ahmedabad,Navrangpura,Independent House,1,1489,Semi-furnished,8,Yes,100.1
Ahmedabad,Gota,Villa,4,1034,Semi-furnished,22,No,44.39
Ahmedabad,Bopal,Independent House,2,1717,Semi-furnished,6,Yes,42.85
Ahmedabad,Bopal,Villa,4,3444,Unfurnished,29,No,193.86
Ahmedabad,Navrangpura,Independent House,2,1327,Unfurnished,30,No,61.09
Ahmedabad,Bopal,Villa,2,4833,Furnished,5,Yes,106.51
Ahmedabad,Gota,Apartment,4,2918,Furnished,34,Yes,34.25
Ahmedabad,Gota,Apartment,3,2052,Furnished,8,Yes,186.44
Surat,Adajan,Apartment,3,1154,Unfurnished,27,No,78.48
Surat,Vesu,Villa,5,3630,Semi-furnished,26,No,137.87
Ahmedabad,SG Highway,Villa,1,1553,Unfurnished,33,No,37.94
Surat,Althan,Villa,3,4137,Semi-furnished,16,Yes,38.6
Ahmedabad,SG Highway,Independent House,2,1628,Unfurnished,27,No,57.42
Ahmedabad,Navrangpura,Independent House,5,3262,Unfurnished,34,Yes,198.22
Surat,Althan,Villa,4,1435,Furnished,21,Yes,139.68
Surat,Althan,Independent House,4,3088,Unfurnished,21,Yes,30.25
Ahmedabad,Satellite,Apartment,1,2026,Unfurnished,3,No,122.93
Surat,Pal,Independent House,5,3133,Unfurnished,17,Yes,99.79
Ahmedabad,Satellite,Villa,5,972,Furnished,32,Yes,78.4
Ahmedabad,Satellite,Apartment,5,3341,Furnished,18,No,171.72
Surat,Piplod,Apartment,5,954,Furnished,33,Yes,154.74
Surat,Adajan,Apartment,3,2570,Semi-furnished,14,No,75.62
Ahmedabad,Navrangpura,Apartment,2,3800,Furnished,21,Yes,129.64
Ahmedabad,Gota,Villa,5,1638,Semi-furnished,12,No,71.17
Ahmedabad,Navrangpura,Apartment,5,4296,Semi-furnished,10,Yes,18.66
Ahmedabad,Navrangpura,Apartment,5,1662,Unfurnished,30,No,87.15
Surat,Althan,Apartment,4,4316,Furnished,5,Yes,113.82
Surat,Pal,Independent House,5,2331,Semi-furnished,16,No,88.81
Ahmedabad,SG Highway,Apartment,3,2754,Unfurnished,9,No,179.98
Ahmedabad,Gota,Independent House,2,3619,Unfurnished,27,Yes,67.79
Ahmedabad,Bopal,Villa,3,1233,Furnished,35,No,61.8
Ahmedabad,Satellite,Villa,2,3180,Unfurnished,35,No,63.79
Ahmedabad,Gota,Villa,4,1375,Semi-furnished,23,Yes,140.47
Surat,Vesu,Villa,3,3217,Unfurnished,31,No,119.03
Ahmedabad,SG Highway,Independent House,2,1537,Unfurnished,29,Yes,135.96
Ahmedabad,Navrangpura,Villa,4,2903,Furnished,24,Yes,135.63
Ahmedabad,SG Highway,Independent House,5,2840,Furnished,2,Yes,52.98
Ahmedabad,Gota,Apartment,5,1960,Unfurnished,15,Yes,52.15
Ahmedabad,Navrangpura,Independent House,3,4429,Semi-furnished,20,No,165.37
Surat,Piplod,Apartment,1,1480,Unfurnished,6,Yes,55.72
Ahmedabad,Satellite,Independent House,5,2180,Semi-furnished,25,No,13.95
Ahmedabad,SG Highway,Villa,5,1585,Unfurnished,17,Yes,43.08
Surat,Piplod,Independent House,4,3821,Semi-furnished,3,No,72.78
Surat,Piplod,Independent House,1,3551,Semi-furnished,11,No,17.52
Surat,Adajan,Independent House,5,4571,Semi-furnished,34,No,125.84
Ahmedabad,SG Highway,Villa,4,3606,Semi-furnished,32,Yes,149.97
Surat,Vesu,Apartment,2,2041,Furnished,28,Yes,50.59
Ahmedabad,Satellite,Villa,1,813,Unfurnished,31,Yes,153.26
Surat,Adajan,Apartment,4,4020,Furnished,4,Yes,166.82
Surat,Pal,Independent House,4,1138,Furnished,13,Yes,106.17
Surat,Althan,Apartment,5,537,Unfurnished,9,No,145.56
Ahmedabad,Navrangpura,Apartment,5,2101,Semi-furnished,8,No,28.04
Ahmedabad,Gota,Apartment,5,1087,Unfurnished,6,Yes,123.71
Surat,Piplod,Villa,5,1844,Furnished,19,Yes,24.99
Surat,Piplod,Apartment,5,1546,Furnished,22,Yes,51.53
Ahmedabad,Navrangpura,Independent House,5,912,Furnished,18,No,135.43
Surat,Adajan,Apartment,3,4944,Furnished,34,No,134.06
Surat,Piplod,Villa,1,4730,Unfurnished,23,Yes,11.93
Ahmedabad,Navrangpura,Villa,2,1628,Unfurnished,13,No,16.32
Surat,Piplod,Apartment,5,2887,Furnished,23,Yes,185.8
Ahmedabad,Bopal,Independent House,4,4757,Semi-furnished,4,Yes,138.77
Ahmedabad,SG Highway,Apartment,4,4055,Semi-furnished,20,Yes,153.09
Ahmedabad,Satellite,Apartment,2,4823,Unfurnished,17,No,116.26
Ahmedabad,Navrangpura,Villa,5,1459,Semi-furnished,31,Yes,103.76
Surat,Pal,Villa,3,4689,Semi-furnished,10,Yes,126.48
Surat,Piplod,Apartment,1,537,Furnished,25,No,70.08
Ahmedabad,Satellite,Independent House,1,3106,Furnished,19,No,83.27
Surat,Althan,Villa,4,1854,Furnished,10,No,198.47
Surat,Piplod,Villa,2,2232,Furnished,13,Yes,116.97
Surat,Pal,Villa,1,4908,Furnished,15,No,104.51
Ahmedabad,SG Highway,Apartment,1,2677,Unfurnished,26,No,135.42
Ahmedabad,SG Highway,Villa,2,1784,Semi-furnished,30,Yes,139.39
Ahmedabad,Navrangpura,Villa,1,3468,Unfurnished,33,Yes,22.81
Ahmedabad,SG Highway,Villa,1,3269,Semi-furnished,18,No,69.04
Surat,Vesu,Independent House,4,1807,Semi-furnished,35,Yes,132.42
Surat,Adajan,Apartment,5,1613,Semi-furnished,17,Yes,184.53
Surat,Vesu,Independent House,4,4400,Furnished,19,No,16.99
Ahmedabad,Navrangpura,Independent House,5,2677,Furnished,3,Yes,14.15
Ahmedabad,SG Highway,Villa,1,1230,Furnished,12,No,46.25
Surat,Adajan,Villa,3,4634,Furnished,4,Yes,47.2
Ahmedabad,Bopal,Independent House,5,3722,Semi-furnished,2,Yes,193.55
Ahmedabad,Navrangpura,Villa,3,1232,Furnished,8,No,17.63
Ahmedabad,Bopal,Villa,3,2850,Unfurnished,2,No,78.5
Ahmedabad,Navrangpura,Villa,1,645,Unfurnished,24,No,57.64
Ahmedabad,SG Highway,Villa,4,1859,Unfurnished,17,Yes,31.53
Surat,Vesu,Villa,5,2866,Semi-furnished,17,No,129.46
Surat,Althan,Independent House,5,2425,Semi-furnished,27,No,157.3
Ahmedabad,Satellite,Villa,3,2266,Unfurnished,28,Yes,131.51
Surat,Piplod,Villa,1,2867,Furnished,3,Yes,44.96
Surat,Piplod,Villa,1,1127,Unfurnished,8,Yes,58.34
Ahmedabad,Bopal,Villa,4,2094,Semi-furnished,14,Yes,183.69
Surat,Piplod,Villa,4,1816,Furnished,33,Yes,55.05
Ahmedabad,Satellite,Villa,5,2331,Furnished,31,Yes,67.32
Ahmedabad,Satellite,Villa,3,3127,Semi-furnished,15,No,142.05
Surat,Althan,Villa,4,1304,Unfurnished,7,No,29.01
Surat,Piplod,Independent House,5,652,Furnished,29,No,41.83
Surat,Vesu,Villa,1,2972,Unfurnished,26,No,94.02
Surat,Piplod,Apartment,2,3222,Semi-furnished,31,Yes,74.06
Surat,Piplod,Villa,3,2575,Unfurnished,27,No,121.36
Ahmedabad,SG Highway,Villa,1,1627,Unfurnished,16,No,38.57
Surat,Piplod,Independent House,5,4242,Unfurnished,13,Yes,161.99
Surat,Adajan,Apartment,2,3225,Furnished,24,No,23.19
Surat,Piplod,Independent House,5,4713,Unfurnished,29,No,56.36
Ahmedabad,Satellite,Villa,5,891,Semi-furnished,9,No,124.14
Ahmedabad,Gota,Independent House,4,893,Furnished,35,No,124.71
Ahmedabad,Navrangpura,Independent House,3,3485,Unfurnished,24,No,151.84
Surat,Adajan,Apartment,4,4918,Semi-furnished,17,Yes,49.98
Surat,Piplod,Apartment,2,675,Furnished,30,No,124.37
Ahmedabad,Satellite,Villa,5,1686,Furnished,21,No,137.51
Surat,Adajan,Independent House,5,3766,Unfurnished,3,No,78.86
Ahmedabad,Bopal,Apartment,5,3622,Unfurnished,8,No,129.19
Ahmedabad,SG Highway,Independent House,2,2533,Semi-furnished,19,Yes,191.49
Surat,Althan,Apartment,3,1635,Furnished,16,No,84.58
Surat,Althan,Apartment,3,4563,Furnished,26,Yes,137.28
Ahmedabad,Gota,Apartment,4,2298,Unfurnished,29,Yes,47.43
Ahmedabad,Bopal,Independent House,5,3666,Furnished,2,Yes,116.82
Surat,Pal,Independent House,4,4568,Semi-furnished,20,Yes,192.13
Surat,Althan,Independent House,5,1835,Semi-furnished,2,No,135.8
Surat,Vesu,Independent House,2,2377,Unfurnished,32,Yes,80.62
Ahmedabad,Satellite,Independent House,5,4743,Furnished,11,No,162.6
Surat,Adajan,Independent House,1,2652,Furnished,9,Yes,118.26
Surat,Piplod,Villa,3,3278,Furnished,27,Yes,93.63
Surat,Piplod,Apartment,3,4242,Furnished,14,No,199.75
Surat,Adajan,Apartment,3,1735,Semi-furnished,32,No,130.38
Surat,Piplod,Apartment,1,717,Unfurnished,29,No,183.1
Surat,Vesu,Apartment,3,2834,Semi-furnished,23,No,40.1
Ahmedabad,Bopal,Apartment,4,1863,Furnished,7,Yes,138.16
Ahmedabad,Navrangpura,Independent House,1,4760,Semi-furnished,19,No,91.15
Surat,Althan,Villa,4,2552,Semi-furnished,24,No,68.49
Surat,Adajan,Villa,1,3921,Unfurnished,25,No,192.33
Surat,Vesu,Villa,3,3069,Furnished,18,Yes,91.73
Ahmedabad,Satellite,Apartment,5,3704,Semi-furnished,30,No,113.35
Ahmedabad,Gota,Apartment,5,3452,Unfurnished,20,No,70.08
Surat,Adajan,Villa,5,1349,Unfurnished,27,Yes,100.38
Surat,Vesu,Apartment,3,4572,Unfurnished,6,No,193.57
Ahmedabad,Navrangpura,Apartment,4,2456,Furnished,30,Yes,162.7
Ahmedabad,Navrangpura,Apartment,1,4871,Furnished,18,Yes,37.99
Ahmedabad,Gota,Apartment,2,3783,Furnished,29,Yes,97.44
Ahmedabad,Navrangpura,Villa,3,1033,Semi-furnished,15,No,92.3
Ahmedabad,SG Highway,Villa,3,4249,Semi-furnished,7,No,56.4
Ahmedabad,Bopal,Independent House,1,2950,Unfurnished,20,Yes,58.79
Ahmedabad,Satellite,Apartment,1,4296,Furnished,34,No,157.7
Surat,Piplod,Villa,3,4843,Furnished,26,Yes,90.67
Surat,Adajan,Villa,2,650,Unfurnished,27,Yes,155.87
Surat,Pal,Villa,4,3724,Semi-furnished,33,No,42.63
Surat,Althan,Independent House,4,3676,Furnished,9,Yes,20.13
Surat,Pal,Villa,1,1390,Unfurnished,22,No,185.51
Ahmedabad,Navrangpura,Independent House,4,2867,Unfurnished,6,No,158.64
Surat,Vesu,Independent House,5,1434,Furnished,2,Yes,107.61
Ahmedabad,Gota,Villa,4,4243,Unfurnished,12,Yes,102.89
Surat,Piplod,Apartment,5,3697,Furnished,11,No,49.93
Ahmedabad,Navrangpura,Independent House,1,3038,Unfurnished,31,No,145.37
Ahmedabad,Satellite,Villa,5,2146,Furnished,8,Yes,36.32
Surat,Althan,Apartment,1,2777,Furnished,34,No,69.19
Ahmedabad,SG Highway,Apartment,1,1453,Furnished,30,Yes,153.16
Surat,Adajan,Independent House,2,1506,Furnished,22,No,143.26
Ahmedabad,SG Highway,Apartment,3,2323,Furnished,23,Yes,71.83
Surat,Vesu,Apartment,3,4624,Semi-furnished,26,No,59.26
Surat,Piplod,Independent House,3,1893,Unfurnished,7,Yes,144.93
Surat,Pal,Independent House,4,1870,Unfurnished,29,No,83.89
Surat,Pal,Independent House,4,2267,Furnished,32,No,116.84
Ahmedabad,Gota,Villa,4,1879,Unfurnished,30,Yes,90.85
Surat,Vesu,Apartment,3,507,Semi-furnished,9,Yes,156.84
Ahmedabad,Bopal,Apartment,5,3732,Furnished,17,No,165.71
Surat,Althan,Independent House,5,2237,Furnished,4,Yes,147.48
Surat,Piplod,Independent House,2,1008,Unfurnished,30,Yes,106.74
Surat,Pal,Villa,5,4340,Semi-furnished,33,No,187.86
Surat,Pal,Independent House,4,4097,Furnished,18,Yes,45.08
Ahmedabad,Gota,Independent House,1,1370,Furnished,29,Yes,116.96
Ahmedabad,SG Highway,Independent House,5,3140,Unfurnished,18,Yes,97.74
Surat,Piplod,Villa,5,3550,Furnished,2,No,131.79
Surat,Althan,Apartment,3,1719,Furnished,2,Yes,153.01
Ahmedabad,Navrangpura,Villa,3,4549,Furnished,10,Yes,63.91
Surat,Adajan,Villa,1,4191,Semi-furnished,25,Yes,190.64
Surat,Vesu,Apartment,1,3057,Semi-furnished,17,No,155.97
Surat,Adajan,Villa,2,3290,Semi-furnished,17,Yes,199.57
Surat,Althan,Villa,3,581,Furnished,3,No,147.79
Ahmedabad,SG Highway,Villa,4,2626,Furnished,20,No,23.92
Ahmedabad,Navrangpura,Villa,5,4369,Semi-furnished,6,Yes,113.82
Ahmedabad,SG Highway,Villa,4,4817,Furnished,31,No,102.59
Surat,Pal,Apartment,2,862,Semi-furnished,21,No,134.39
Ahmedabad,Navrangpura,Apartment,5,4158,Unfurnished,22,No,132.58
Ahmedabad,Satellite,Independent House,1,4479,Semi-furnished,24,Yes,33.71
Surat,Adajan,Apartment,1,3399,Unfurnished,25,No,29.75
Surat,Vesu,Apartment,3,1564,Furnished,2,Yes,62.32
Ahmedabad,Satellite,Apartment,2,2908,Unfurnished,12,Yes,28.48
Ahmedabad,Satellite,Independent House,2,1966,Semi-furnished,31,No,19.93
Ahmedabad,Gota,Apartment,3,2572,Furnished,19,No,154.86
Ahmedabad,Gota,Independent House,1,3324,Semi-furnished,8,Yes,148.05
Ahmedabad,Bopal,Apartment,1,4181,Semi-furnished,30,No,199.19
Surat,Piplod,Villa,2,864,Furnished,24,Yes,165.76
Ahmedabad,Navrangpura,Independent House,3,4299,Semi-furnished,11,No,47.98
Surat,Vesu,Apartment,5,4872,Furnished,11,No,17.88
Ahmedabad,Navrangpura,Independent House,5,2368,Furnished,8,Yes,154.9
Ahmedabad,SG Highway,Apartment,5,515,Furnished,16,No,191.35
Surat,Vesu,Apartment,2,3397,Furnished,7,No,189.99
Ahmedabad,Bopal,Apartment,3,3253,Semi-furnished,6,No,155.91
Ahmedabad,Satellite,Villa,3,2197,Furnished,26,Yes,64.65
Ahmedabad,Satellite,Villa,5,3173,Furnished,2,No,56.65
Ahmedabad,SG Highway,Villa,4,2344,Unfurnished,32,No,74.07
Ahmedabad,Satellite,Apartment,2,3412,Unfurnished,10,No,37.24
Surat,Adajan,Apartment,4,3964,Semi-furnished,11,Yes,68.13
Ahmedabad,Bopal,Independent House,2,1068,Unfurnished,15,No,165.92
Surat,Vesu,Independent House,3,516,Unfurnished,7,Yes,192.57
Surat,Pal,Apartment,4,3154,Furnished,10,No,71.07
Surat,Piplod,Villa,2,4488,Furnished,18,Yes,193.78
Surat,Pal,Apartment,2,3720,Furnished,18,Yes,142.73
Ahmedabad,Gota,Independent House,3,2187,Unfurnished,4,Yes,177.37
Surat,Adajan,Independent House,2,1658,Unfurnished,15,Yes,198.37
Ahmedabad,Gota,Independent House,1,4392,Unfurnished,25,No,64.86
Ahmedabad,SG Highway,Apartment,2,594,Unfurnished,13,Yes,148.13
Surat,Piplod,Independent House,5,3531,Unfurnished,22,Yes,180.16
Surat,Althan,Villa,2,1504,Unfurnished,3,Yes,197.18
Surat,Pal,Villa,2,3655,Unfurnished,15,Yes,81.78
Ahmedabad,Satellite,Apartment,3,3841,Unfurnished,11,No,121.49
Ahmedabad,Bopal,Villa,3,2505,Unfurnished,26,Yes,161.37
Ahmedabad,Satellite,Independent House,4,4900,Semi-furnished,35,Yes,114.92
Surat,Althan,Independent House,1,1716,Semi-furnished,23,Yes,168.11
Ahmedabad,Satellite,Apartment,3,1900,Unfurnished,25,No,10.6
Surat,Piplod,Villa,1,2115,Furnished,5,Yes,192.71
Surat,Adajan,Apartment,1,2984,Furnished,26,No,144.89
Ahmedabad,Satellite,Independent House,5,3523,Furnished,30,No,131.83
Surat,Vesu,Independent House,2,1365,Semi-furnished,11,No,20.47
Surat,Piplod,Villa,4,2656,Unfurnished,16,No,10.58
Ahmedabad,Bopal,Villa,2,643,Unfurnished,8,No,155.59
Surat,Piplod,Villa,3,638,Semi-furnished,26,No,73.22
Ahmedabad,Bopal,Apartment,2,1812,Furnished,24,No,56.66
Ahmedabad,Bopal,Villa,3,2500,Unfurnished,3,No,55.79
Ahmedabad,Navrangpura,Villa,2,3075,Furnished,31,No,102.08
Surat,Pal,Apartment,1,745,Furnished,35,Yes,70.74
Surat,Pal,Apartment,2,4051,Semi-furnished,15,No,17.13
Ahmedabad,SG Highway,Apartment,2,1716,Unfurnished,23,Yes,19.27
Ahmedabad,Gota,Apartment,5,3201,Unfurnished,35,No,155.98
Surat,Piplod,Independent House,1,3179,Semi-furnished,35,No,194.27
Surat,Piplod,Villa,3,998,Unfurnished,5,No,26.1
Surat,Althan,Villa,3,4845,Unfurnished,11,No,191.92
Ahmedabad,Gota,Apartment,5,4181,Semi-furnished,28,No,92.18
Surat,Althan,Independent House,5,4459,Furnished,33,No,101.72
Surat,Althan,Independent House,1,2354,Unfurnished,26,No,193.84
Ahmedabad,Bopal,Apartment,3,3259,Furnished,11,No,71.66
Surat,Vesu,Independent House,1,1527,Semi-furnished,12,Yes,79.8
Surat,Adajan,Villa,3,4241,Unfurnished,2,No,183.99
Ahmedabad,Navrangpura,Independent House,5,2410,Semi-furnished,24,Yes,196.52
Surat,Althan,Villa,4,3269,Semi-furnished,8,Yes,187.99
Surat,Adajan,Villa,3,2845,Furnished,5,Yes,75.22
Ahmedabad,Navrangpura,Independent House,3,2047,Furnished,6,No,45.02
Ahmedabad,Gota,Apartment,2,3536,Unfurnished,26,Yes,131.36
Surat,Vesu,Independent House,2,3025,Semi-furnished,28,No,196.45
Ahmedabad,Bopal,Apartment,3,4183,Furnished,17,Yes,190.4
Surat,Althan,Apartment,1,3317,Semi-furnished,26,No,172.64
Ahmedabad,SG Highway,Independent House,4,2900,Furnished,3,No,82.09
Surat,Piplod,Apartment,3,4410,Furnished,4,No,190.4
Ahmedabad,Gota,Apartment,1,1670,Semi-furnished,18,No,128.63
Surat,Pal,Independent House,1,1449,Unfurnished,28,No,147.02
Ahmedabad,Bopal,Independent House,4,2286,Semi-furnished,28,No,173.35
Ahmedabad,Navrangpura,Independent House,5,2645,Furnished,34,No,28.65
Surat,Althan,Villa,2,3474,Semi-furnished,35,No,192.35
Ahmedabad,SG Highway,Villa,2,3613,Unfurnished,14,Yes,174.88
Surat,Adajan,Villa,5,3886,Semi-furnished,21,No,169.76
Ahmedabad,Satellite,Independent House,5,4787,Semi-furnished,22,Yes,103.62
Ahmedabad,Navrangpura,Apartment,4,1103,Semi-furnished,24,No,186.6
Ahmedabad,SG Highway,Independent House,4,2945,Furnished,21,Yes,181.03
Surat,Althan,Apartment,5,1403,Furnished,25,Yes,23.96
Surat,Pal,Apartment,5,4623,Unfurnished,27,No,182.89
Surat,Vesu,Apartment,1,3112,Unfurnished,4,No,79.91
Surat,Pal,Independent House,5,2270,Furnished,33,Yes,49.82
Ahmedabad,Gota,Villa,2,1953,Furnished,14,Yes,170.57
Surat,Adajan,Apartment,5,3547,Semi-furnished,24,Yes,171.12
Ahmedabad,Bopal,Villa,3,2448,Semi-furnished,28,Yes,144.58
Ahmedabad,Navrangpura,Independent House,2,3539,Furnished,5,No,199.94
Surat,Piplod,Apartment,4,4730,Semi-furnished,6,Yes,182.1
Ahmedabad,SG Highway,Apartment,2,4427,Furnished,27,Yes,178.97
Ahmedabad,SG Highway,Apartment,5,1940,Furnished,25,Yes,123.99
Surat,Adajan,Independent House,3,756,Furnished,9,No,75.36
Ahmedabad,Gota,Independent House,3,3485,Semi-furnished,27,No,113.28
Surat,Adajan,Apartment,5,2068,Furnished,17,No,63.98
Ahmedabad,SG Highway,Villa,3,4836,Furnished,31,No,145.48
Surat,Adajan,Apartment,3,4311,Furnished,20,No,91.35
Surat,Piplod,Independent House,2,2984,Semi-furnished,29,Yes,39.18
Ahmedabad,Satellite,Villa,1,2787,Unfurnished,35,Yes,57.54
Surat,Piplod,Independent House,5,702,Unfurnished,30,Yes,64.8
Surat,Adajan,Apartment,4,1705,Furnished,24,No,36.95
Surat,Piplod,Apartment,2,3689,Semi-furnished,2,No,153.85
Surat,Vesu,Villa,4,2636,Furnished,21,Yes,171.65
Ahmedabad,SG Highway,Apartment,3,1891,Unfurnished,18,Yes,87.91
Surat,Pal,Apartment,4,3521,Furnished,33,No,184.53
Ahmedabad,Bopal,Independent House,4,2450,Semi-furnished,19,Yes,78.15
Surat,Adajan,Villa,5,894,Furnished,30,No,102.03
Ahmedabad,Satellite,Apartment,3,1850,Semi-furnished,10,No,122.44
Surat,Adajan,Independent House,1,1240,Furnished,18,Yes,164.68
Surat,Pal,Apartment,2,2569,Unfurnished,33,No,163.58
Ahmedabad,Navrangpura,Apartment,2,3793,Unfurnished,25,No,82.84
Ahmedabad,Satellite,Villa,4,2989,Semi-furnished,5,Yes,144.34
Ahmedabad,SG Highway,Independent House,5,1690,Furnished,7,No,33.05
Surat,Vesu,Villa,5,999,Furnished,11,No,96.15
Ahmedabad,Bopal,Villa,3,1083,Unfurnished,17,No,177.9
Ahmedabad,Gota,Independent House,3,4145,Unfurnished,28,Yes,68.71
Ahmedabad,Satellite,Villa,4,675,Unfurnished,23,No,75.0
Surat,Vesu,Independent House,2,4605,Furnished,28,Yes,93.17
Surat,Vesu,Villa,2,1466,Furnished,29,Yes,195.99
Surat,Pal,Independent House,1,729,Unfurnished,24,No,68.94
Surat,Althan,Villa,2,564,Furnished,9,Yes,145.03
Surat,Vesu,Apartment,3,2497,Unfurnished,29,Yes,39.16
Ahmedabad,SG Highway,Independent House,5,1451,Furnished,33,Yes,140.3
Surat,Vesu,Apartment,3,1777,Semi-furnished,31,No,108.54
Surat,Piplod,Independent House,3,2385,Unfurnished,20,Yes,92.25
Surat,Piplod,Villa,2,4491,Semi-furnished,12,Yes,191.59
Surat,Adajan,Villa,1,2705,Furnished,26,No,166.68
Surat,Vesu,Apartment,4,1791,Unfurnished,18,Yes,21.26
Surat,Vesu,Independent House,4,2361,Furnished,24,No,98.81
Ahmedabad,Bopal,Apartment,4,2920,Unfurnished,22,Yes,140.68
Ahmedabad,Navrangpura,Apartment,4,3087,Semi-furnished,18,No,29.2
Ahmedabad,Satellite,Apartment,3,1344,Semi-furnished,27,No,125.22
Ahmedabad,SG Highway,Independent House,2,3046,Unfurnished,9,Yes,52.32
Surat,Pal,Villa,2,692,Furnished,31,No,24.4
Ahmedabad,Navrangpura,Villa,4,3733,Semi-furnished,24,Yes,65.69
Surat,Althan,Independent House,3,1518,Furnished,22,No,70.76
Ahmedabad,Gota,Villa,4,3713,Unfurnished,2,Yes,133.68
Ahmedabad,Gota,Independent House,3,4002,Unfurnished,5,Yes,159.81
Ahmedabad,Gota,Villa,1,726,Unfurnished,2,No,72.55
Surat,Pal,Villa,2,1443,Furnished,5,No,142.34
Surat,Adajan,Apartment,3,2878,Unfurnished,3,Yes,101.71
Ahmedabad,Navrangpura,Apartment,5,1451,Semi-furnished,10,No,196.62
Surat,Pal,Apartment,2,936,Furnished,7,No,72.34
Surat,Piplod,Independent House,1,2152,Unfurnished,31,No,61.38
Ahmedabad,Gota,Apartment,2,3551,Unfurnished,33,Yes,102.78
Ahmedabad,Gota,Independent House,4,1201,Furnished,18,No,57.43
Surat,Pal,Independent House,2,589,Furnished,12,No,19.52
Ahmedabad,Satellite,Independent House,2,4707,Semi-furnished,31,Yes,144.7
Ahmedabad,Satellite,Apartment,1,2369,Furnished,8,No,143.49
Ahmedabad,Navrangpura,Apartment,5,1598,Unfurnished,28,No,139.65
Ahmedabad,Satellite,Villa,5,1065,Unfurnished,26,No,123.24
Surat,Adajan,Villa,3,4428,Furnished,29,No,142.9
Ahmedabad,Gota,Villa,1,4161,Semi-furnished,19,Yes,152.65
